irn,RG Number,Record on the Internet,Record on the Intranet,Has Transcript?
45069,RG-50.488.0257,Yes,Yes,no
45070,RG-50.488.0258,Yes,Yes,no
45071,RG-50.488.0259,Yes,Yes,no
45072,RG-50.488.0260,Yes,Yes,no
45073,RG-50.488.0261,Yes,Yes,Yes
45074,RG-50.488.0262,Yes,Yes,no
45075,RG-50.488.0263,Yes,Yes,no
45076,RG-50.488.0264,Yes,Yes,no
45077,RG-50.488.0265,Yes,Yes,no
45078,RG-50.488.0266,Yes,Yes,no
45079,RG-50.488.0267,Yes,Yes,no
45080,RG-50.488.0268,Yes,Yes,no
45081,RG-50.488.0269,Yes,Yes,no
45090,RG-50.488.0270,Yes,Yes,Yes
45091,RG-50.488.0271,Yes,Yes,no
45092,RG-50.488.0272,Yes,Yes,no
45093,RG-50.488.0273,Yes,Yes,no
45094,RG-50.488.0274,Yes,Yes,no
45095,RG-50.488.0275,Yes,Yes,no
45096,RG-50.488.0276,Yes,Yes,no
45097,RG-50.488.0277,Yes,Yes,no
45098,RG-50.488.0278,Yes,Yes,no
45100,RG-50.488.0279,Yes,Yes,no
45101,RG-50.488.0280,Yes,Yes,no
45102,RG-50.488.0281,Yes,Yes,no
45103,RG-50.488.0282,Yes,Yes,no
45104,RG-50.488.0283,Yes,Yes,no
45105,RG-50.488.0284,Yes,Yes,no
45106,RG-50.488.0285,Yes,Yes,no
45107,RG-50.488.0286,Yes,Yes,no
45108,RG-50.488.0287,Yes,Yes,no
45109,RG-50.488.0288,Yes,Yes,no
45110,RG-50.488.0289,Yes,Yes,no
45111,RG-50.488.0290,Yes,Yes,no
45113,RG-50.488.0291,Yes,Yes,no
45114,RG-50.488.0292,Yes,Yes,no
45115,RG-50.488.0293,Yes,Yes,no
45116,RG-50.488.0294,Yes,Yes,no
45117,RG-50.488.0295,Yes,Yes,no
45118,RG-50.488.0296,Yes,Yes,no
45119,RG-50.488.0297,Yes,Yes,no
45121,RG-50.488.0298,Yes,Yes,Yes
45122,RG-50.488.0299,Yes,Yes,Yes
45123,RG-50.488.0300,Yes,Yes,no
45124,RG-50.488.0301,Yes,Yes,Yes
45125,RG-50.488.0302,Yes,Yes,no
45126,RG-50.488.0303,Yes,Yes,no
45127,RG-50.488.0304,Yes,Yes,no
45128,RG-50.488.0305,Yes,Yes,Yes
45129,RG-50.488.0306,Yes,Yes,no
45130,RG-50.488.0307,Yes,Yes,Yes
45131,RG-50.488.0308,Yes,Yes,Yes
45132,RG-50.488.0309,Yes,Yes,no
45133,RG-50.488.0310,Yes,Yes,Yes
45134,RG-50.488.0311,Yes,Yes,Yes
45135,RG-50.488.0312,Yes,Yes,no
45136,RG-50.488.0313,Yes,Yes,no
45137,RG-50.488.0314,Yes,Yes,no
45138,RG-50.488.0315,Yes,Yes,no
45139,RG-50.488.0316,Yes,Yes,no
45140,RG-50.488.0317,Yes,Yes,no
45141,RG-50.488.0318,Yes,Yes,no
45142,RG-50.488.0319,Yes,Yes,no
45143,RG-50.488.0320,Yes,Yes,no
45144,RG-50.488.0321,Yes,Yes,no
45145,RG-50.488.0322,Yes,Yes,no
45146,RG-50.488.0323,Yes,Yes,no
45147,RG-50.488.0324,Yes,Yes,no
598765,RG-50.488.0325,Yes,Yes,No
598776,RG-50.488.0326,Yes,Yes,No
598777,RG-50.488.0327,Yes,Yes,No
598778,RG-50.488.0328,Yes,Yes,No
598779,RG-50.488.0329,Yes,Yes,No
598780,RG-50.488.0330,Yes,Yes,No
598783,RG-50.488.0331,Yes,Yes,No
611771,RG-50.488.0332,Yes,Yes,No
611772,RG-50.488.0333,Yes,Yes,No
611773,RG-50.488.0334,Yes,Yes,No
611774,RG-50.488.0335,Yes,Yes,No
611775,RG-50.488.0336,Yes,Yes,No
619089,RG-50.488.0337,Yes,Yes,No
619102,RG-50.488.0338,Yes,Yes,No
619103,RG-50.488.0339,Yes,Yes,No
619105,RG-50.488.0340,Yes,Yes,No
619106,RG-50.488.0341,Yes,Yes,No
619137,RG-50.488.0342,Yes,Yes,No
619147,RG-50.488.0343,Yes,Yes,No
619148,RG-50.488.0344,Yes,Yes,No
619149,RG-50.488.0345,Yes,Yes,No
619150,RG-50.488.0346,Yes,Yes,No
619151,RG-50.488.0347,Yes,Yes,No
619152,RG-50.488.0348,Yes,Yes,No
619153,RG-50.488.0349,Yes,Yes,No
619154,RG-50.488.0350,Yes,Yes,No
619193,RG-50.488.0351,Yes,Yes,No
619194,RG-50.488.0352,Yes,Yes,No
619195,RG-50.488.0353,Yes,Yes,No
722841,RG-50.488.0354,Yes,Yes,No
507670,RG-50.489.0001,Yes,Yes,no
507791,RG-50.489.0002,Yes,Yes,no
507792,RG-50.489.0003,Yes,Yes,no
507793,RG-50.489.0004,Yes,Yes,no
507794,RG-50.489.0005,Yes,Yes,no
507795,RG-50.489.0006,Yes,Yes,no
507796,RG-50.489.0007,Yes,Yes,no
507797,RG-50.489.0008,Yes,Yes,no
507798,RG-50.489.0009,Yes,Yes,no
507799,RG-50.489.0010,Yes,Yes,no
507800,RG-50.489.0011,Yes,Yes,no
507801,RG-50.489.0012,Yes,Yes,no
507802,RG-50.489.0013,Yes,Yes,no
507803,RG-50.489.0014,Yes,Yes,no
507804,RG-50.489.0015,Yes,Yes,no
507805,RG-50.489.0016,Yes,Yes,no
507806,RG-50.489.0017,Yes,Yes,no
507807,RG-50.489.0018,Yes,Yes,no
507808,RG-50.489.0019,Yes,Yes,no
507809,RG-50.489.0020,Yes,Yes,no
507810,RG-50.489.0021,Yes,Yes,no
507811,RG-50.489.0022,Yes,Yes,no
507812,RG-50.489.0023,Yes,Yes,no
507813,RG-50.489.0024,Yes,Yes,no
507814,RG-50.489.0025,Yes,Yes,no
507815,RG-50.489.0026,Yes,Yes,no
507816,RG-50.489.0027,Yes,Yes,no
507817,RG-50.489.0028,Yes,Yes,no
507818,RG-50.489.0029,Yes,Yes,no
507819,RG-50.489.0030,Yes,Yes,no
507820,RG-50.489.0031,Yes,Yes,no
507821,RG-50.489.0032,Yes,Yes,no
507822,RG-50.489.0033,Yes,Yes,no
507823,RG-50.489.0034,Yes,Yes,no
507824,RG-50.489.0035,Yes,Yes,no
507825,RG-50.489.0036,Yes,Yes,no
507826,RG-50.489.0037,Yes,Yes,no
507827,RG-50.489.0038,Yes,Yes,no
507828,RG-50.489.0039,Yes,Yes,no
507829,RG-50.489.0040,Yes,Yes,no
507830,RG-50.489.0041,Yes,Yes,no
507831,RG-50.489.0042,Yes,Yes,no
507832,RG-50.489.0043,Yes,Yes,no
507833,RG-50.489.0044,Yes,Yes,no
507834,RG-50.489.0045,Yes,Yes,no
507835,RG-50.489.0046,Yes,Yes,no
507836,RG-50.489.0047,Yes,Yes,no
507837,RG-50.489.0048,Yes,Yes,no
507838,RG-50.489.0049,Yes,Yes,no
507839,RG-50.489.0050,Yes,Yes,no
507840,RG-50.489.0051,Yes,Yes,no
507841,RG-50.489.0052,Yes,Yes,no
507842,RG-50.489.0053,Yes,Yes,no
507843,RG-50.489.0054,Yes,Yes,no
506677,RG-50.490.0001,Yes,Yes,no
506678,RG-50.491.0001,Yes,Yes,no
506779,RG-50.492.0001,Yes,Yes,no
507886,RG-50.493.0001,Yes,Yes,no
511981,RG-50.493.0002,Yes,Yes,no
511982,RG-50.493.0003,Yes,Yes,no
511983,RG-50.493.0004,Yes,Yes,no
511984,RG-50.493.0005,Yes,Yes,no
511985,RG-50.493.0006,Yes,Yes,no
511986,RG-50.493.0007,Yes,Yes,no
511987,RG-50.493.0008,Yes,Yes,no
511988,RG-50.493.0009,Yes,Yes,no
511989,RG-50.493.0010,Yes,Yes,no
511990,RG-50.493.0011,Yes,Yes,no
511991,RG-50.493.0012,Yes,Yes,no
511992,RG-50.493.0013,Yes,Yes,no
511993,RG-50.493.0014,Yes,Yes,no
511994,RG-50.493.0015,Yes,Yes,no
511995,RG-50.493.0016,Yes,Yes,no
511996,RG-50.493.0017,Yes,Yes,no
511997,RG-50.493.0018,Yes,Yes,no
511998,RG-50.493.0019,Yes,Yes,no
511999,RG-50.493.0020,Yes,Yes,no
512006,RG-50.493.0021,Yes,Yes,no
512007,RG-50.493.0022,Yes,Yes,no
512008,RG-50.493.0023,Yes,Yes,no
512009,RG-50.493.0024,Yes,Yes,no
512010,RG-50.493.0025,Yes,Yes,no
512011,RG-50.493.0026,Yes,Yes,no
512012,RG-50.493.0027,Yes,Yes,no
512013,RG-50.493.0028,Yes,Yes,no
512014,RG-50.493.0029,Yes,Yes,no
512015,RG-50.493.0030,Yes,Yes,no
512016,RG-50.493.0031,Yes,Yes,no
512017,RG-50.493.0032,Yes,Yes,no
512018,RG-50.493.0033,Yes,Yes,no
512019,RG-50.493.0034,Yes,Yes,no
512020,RG-50.493.0035,Yes,Yes,no
512021,RG-50.493.0036,Yes,Yes,no
512022,RG-50.493.0037,Yes,Yes,no
512023,RG-50.493.0038,Yes,Yes,no
512024,RG-50.493.0039,Yes,Yes,no
512025,RG-50.493.0040,Yes,Yes,no
512026,RG-50.493.0041,Yes,Yes,no
512027,RG-50.493.0042,Yes,Yes,no
512028,RG-50.493.0043,Yes,Yes,no
512029,RG-50.493.0044,Yes,Yes,no
512030,RG-50.493.0045,Yes,Yes,no
512031,RG-50.493.0046,Yes,Yes,no
512032,RG-50.493.0047,Yes,Yes,no
512033,RG-50.493.0048,Yes,Yes,no
512034,RG-50.493.0049,Yes,Yes,no
512035,RG-50.493.0050,Yes,Yes,no
512036,RG-50.493.0051,Yes,Yes,no
512037,RG-50.493.0052,Yes,Yes,no
512038,RG-50.493.0053,Yes,Yes,no
512039,RG-50.493.0054,Yes,Yes,no
512040,RG-50.493.0055,Yes,Yes,no
512041,RG-50.493.0056,Yes,Yes,no
512042,RG-50.493.0057,Yes,Yes,no
512043,RG-50.493.0058,Yes,Yes,no
512044,RG-50.493.0059,Yes,Yes,no
512045,RG-50.493.0060,Yes,Yes,no
512046,RG-50.493.0061,Yes,Yes,no
512047,RG-50.493.0062,Yes,Yes,no
512048,RG-50.493.0063,Yes,Yes,no
512049,RG-50.493.0064,Yes,Yes,no
512050,RG-50.493.0065,Yes,Yes,no
512051,RG-50.493.0066,Yes,Yes,no
512052,RG-50.493.0067,Yes,Yes,no
512053,RG-50.493.0068,Yes,Yes,no
512054,RG-50.493.0069,Yes,Yes,no
512055,RG-50.493.0070,Yes,Yes,no
512056,RG-50.493.0071,Yes,Yes,no
512057,RG-50.493.0072,Yes,Yes,no
512058,RG-50.493.0073,Yes,Yes,no
512059,RG-50.493.0074,Yes,Yes,no
512060,RG-50.493.0075,Yes,Yes,no
512061,RG-50.493.0076,Yes,Yes,no
512062,RG-50.493.0077,Yes,Yes,no
512063,RG-50.493.0078,Yes,Yes,no
512064,RG-50.493.0079,Yes,Yes,no
512065,RG-50.493.0080,Yes,Yes,no
512066,RG-50.493.0081,Yes,Yes,no
512067,RG-50.493.0082,Yes,Yes,no
512068,RG-50.493.0083,Yes,Yes,no
512069,RG-50.493.0084,Yes,Yes,no
512070,RG-50.493.0085,Yes,Yes,no
512071,RG-50.493.0086,Yes,Yes,no
512072,RG-50.493.0087,Yes,Yes,no
512073,RG-50.493.0088,Yes,Yes,no
512074,RG-50.493.0089,Yes,Yes,no
512075,RG-50.493.0090,Yes,Yes,no
512076,RG-50.493.0091,Yes,Yes,no
512077,RG-50.493.0092,Yes,Yes,no
512078,RG-50.493.0093,Yes,Yes,no
512079,RG-50.493.0094,Yes,Yes,no
512080,RG-50.493.0095,Yes,Yes,no
512081,RG-50.493.0096,Yes,Yes,no
512082,RG-50.493.0097,Yes,Yes,no
512083,RG-50.493.0098,Yes,Yes,no
512084,RG-50.493.0099,Yes,Yes,no
512085,RG-50.493.0100,Yes,Yes,no
512086,RG-50.493.0101,Yes,Yes,no
512087,RG-50.493.0102,Yes,Yes,no
512088,RG-50.493.0103,Yes,Yes,no
512089,RG-50.493.0104,Yes,Yes,no
512090,RG-50.493.0105,Yes,Yes,no
512091,RG-50.493.0106,Yes,Yes,no
512092,RG-50.493.0107,Yes,Yes,no
512093,RG-50.493.0108,Yes,Yes,no
512094,RG-50.493.0109,Yes,Yes,no
512095,RG-50.493.0110,Yes,Yes,no
512096,RG-50.493.0111,Yes,Yes,no
512097,RG-50.493.0112,Yes,Yes,no
512098,RG-50.493.0113,Yes,Yes,no
512099,RG-50.493.0114,Yes,Yes,no
512100,RG-50.493.0115,Yes,Yes,no
512101,RG-50.493.0116,Yes,Yes,no
512102,RG-50.493.0117,Yes,Yes,no
512103,RG-50.493.0118,Yes,Yes,no
512104,RG-50.493.0119,Yes,Yes,no
512105,RG-50.493.0120,Yes,Yes,no
512106,RG-50.493.0121,Yes,Yes,no
512107,RG-50.493.0122,Yes,Yes,no
512108,RG-50.493.0123,Yes,Yes,no
512109,RG-50.493.0124,Yes,Yes,no
512110,RG-50.493.0125,Yes,Yes,no
512111,RG-50.493.0126,Yes,Yes,no
512112,RG-50.493.0127,Yes,Yes,no
512113,RG-50.493.0128,Yes,Yes,no
512114,RG-50.493.0129,Yes,Yes,no
512115,RG-50.493.0130,Yes,Yes,no
512116,RG-50.493.0131,Yes,Yes,no
512117,RG-50.493.0132,Yes,Yes,no
512118,RG-50.493.0133,Yes,Yes,no
512119,RG-50.493.0134,Yes,Yes,no
512120,RG-50.493.0135,Yes,Yes,no
512121,RG-50.493.0136,Yes,Yes,no
512122,RG-50.493.0137,Yes,Yes,no
512123,RG-50.493.0138,Yes,Yes,no
512124,RG-50.493.0139,Yes,Yes,no
512125,RG-50.493.0140,Yes,Yes,no
512126,RG-50.493.0141,Yes,Yes,no
512127,RG-50.493.0142,Yes,Yes,no
512128,RG-50.493.0143,Yes,Yes,no
512129,RG-50.493.0144,Yes,Yes,no
512130,RG-50.493.0145,Yes,Yes,no
512131,RG-50.493.0146,Yes,Yes,no
512132,RG-50.493.0147,Yes,Yes,no
512133,RG-50.493.0148,Yes,Yes,no
512134,RG-50.493.0149,Yes,Yes,no
512135,RG-50.493.0150,Yes,Yes,no
512136,RG-50.493.0151,Yes,Yes,no
512137,RG-50.493.0152,Yes,Yes,no
508232,RG-50.494.0001,Yes,Yes,no
508233,RG-50.494.0002,Yes,Yes,no
508234,RG-50.494.0003,Yes,Yes,no
508235,RG-50.494.0004,Yes,Yes,no
508236,RG-50.494.0005,Yes,Yes,no
508237,RG-50.494.0006,Yes,Yes,no
508238,RG-50.494.0007,Yes,Yes,no
508239,RG-50.494.0008,Yes,Yes,no
508240,RG-50.494.0009,Yes,Yes,no
508241,RG-50.494.0010,Yes,Yes,no
508242,RG-50.494.0011,Yes,Yes,no
508243,RG-50.494.0012,Yes,Yes,no
508244,RG-50.494.0013,Yes,Yes,no
508246,RG-50.494.0014,Yes,Yes,no
508247,RG-50.494.0015,Yes,Yes,no
508248,RG-50.494.0016,Yes,Yes,no
508249,RG-50.494.0017,Yes,Yes,no
508250,RG-50.494.0018,Yes,Yes,no
508251,RG-50.494.0019,Yes,Yes,no
508252,RG-50.494.0020,Yes,Yes,no
507406,RG-50.495.0001,Yes,Yes,no
506751,RG-50.496.0001,Yes,Yes,no
506660,RG-50.497.0001,Yes,Yes,no
508512,RG-50.498.0001,Yes,Yes,No
508513,RG-50.498.0002,Yes,Yes,No
508514,RG-50.498.0003,Yes,Yes,yes
508515,RG-50.498.0004,Yes,Yes,No
508516,RG-50.498.0005,Yes,Yes,No
508517,RG-50.498.0006,Yes,Yes,No
508518,RG-50.498.0007,Yes,Yes,No
508519,RG-50.498.0008,Yes,Yes,No
508520,RG-50.498.0009,Yes,Yes,No
515052,RG-50.498.0010,Yes,Yes,no
515053,RG-50.498.0011,Yes,Yes,Yes
598801,RG-50.498.0012,Yes,Yes,No
598804,RG-50.498.0013,Yes,Yes,No
598805,RG-50.498.0014,Yes,Yes,No
598806,RG-50.498.0015,Yes,Yes,No
612718,RG-50.498.0016,Yes,Yes,No
612731,RG-50.498.0017,Yes,Yes,No
612748,RG-50.498.0018,Yes,Yes,No
612770,RG-50.498.0019,Yes,Yes,No
612776,RG-50.498.0020,Yes,Yes,No
612789,RG-50.498.0021,Yes,Yes,No
628359,RG-50.498.0022,Yes,Yes,No
628368,RG-50.498.0023,Yes,Yes,No
628370,RG-50.498.0024,Yes,Yes,No
628371,RG-50.498.0025,Yes,Yes,No
671373,RG-50.498.0026,Yes,Yes,No
671385,RG-50.498.0027,Yes,Yes,No
671391,RG-50.498.0028,Yes,Yes,No
671393,RG-50.498.0029,Yes,Yes,No
671395,RG-50.498.0030,Yes,Yes,No
694050,RG-50.498.0031,Yes,Yes,No
694051,RG-50.498.0032,Yes,Yes,No
694052,RG-50.498.0033,Yes,Yes,No
694053,RG-50.498.0034,Yes,Yes,No
694054,RG-50.498.0035,Yes,Yes,No
694055,RG-50.498.0036,Yes,Yes,No
694056,RG-50.498.0037,Yes,Yes,No
694057,RG-50.498.0038,Yes,Yes,No
723385,RG-50.498.0039,Yes,Yes,No
723386,RG-50.498.0040,Yes,Yes,No
723387,RG-50.498.0041,Yes,Yes,No
723388,RG-50.498.0042,Yes,Yes,No
506623,RG-50.499.0001,Yes,Yes,no
506758,RG-50.500.0001,Yes,Yes,no
507307,RG-50.501.0001,Yes,Yes,no
506749,RG-50.502.0001,Yes,Yes,no
506656,RG-50.503.0001,Yes,Yes,no
510928,RG-50.504.0001,Yes,Yes,no
510929,RG-50.504.0002,Yes,Yes,no
506647,RG-50.505.0001,Yes,Yes,no
506650,RG-50.506.0001,Yes,Yes,no
507399,RG-50.507.0001,Yes,Yes,no
80869,RG-50.508.0001,Yes,Yes,no
506654,RG-50.509.0001,Yes,Yes,no
507411,RG-50.510.0001,Yes,Yes,No
506470,RG-50.511.0001,Yes,Yes,Yes
506469,RG-50.512.0001,Yes,Yes,no
506655,RG-50.513.0001,Yes,Yes,no
510863,RG-50.515.0001,Yes,Yes,no
510864,RG-50.515.0002,Yes,Yes,no
510865,RG-50.515.0003,Yes,Yes,no
510866,RG-50.515.0004,Yes,Yes,no
510867,RG-50.515.0005,Yes,Yes,no
510868,RG-50.515.0006,Yes,Yes,no
510869,RG-50.515.0007,Yes,Yes,no
510870,RG-50.515.0008,Yes,Yes,no
510871,RG-50.515.0009,Yes,Yes,no
510872,RG-50.515.0010,Yes,Yes,no
510873,RG-50.515.0011,Yes,Yes,no
510874,RG-50.515.0012,Yes,Yes,no
510875,RG-50.515.0013,Yes,Yes,no
510876,RG-50.515.0014,Yes,Yes,no
510877,RG-50.515.0015,Yes,Yes,no
510878,RG-50.515.0016,Yes,Yes,no
510879,RG-50.515.0017,Yes,Yes,no
508999,RG-50.516.0001,Yes,Yes,no
508977,RG-50.517.0001,Yes,Yes,no
508978,RG-50.517.0002,Yes,Yes,no
508979,RG-50.517.0003,Yes,Yes,no
508980,RG-50.518.0001,Yes,Yes,no
508981,RG-50.518.0002,Yes,Yes,no
508982,RG-50.518.0003,Yes,Yes,no
508983,RG-50.518.0004,Yes,Yes,no
508984,RG-50.518.0005,Yes,Yes,no
508985,RG-50.518.0006,Yes,Yes,no
509000,RG-50.519.0001,Yes,Yes,no
509001,RG-50.520.0001,Yes,Yes,no
508994,RG-50.521.0001,Yes,Yes,no
508988,RG-50.522.0001,Yes,Yes,no
508990,RG-50.523.0001,Yes,Yes,no
509002,RG-50.524.0001,Yes,Yes,No
508989,RG-50.525.0001,Yes,Yes,no
508997,RG-50.526.0001,Yes,Yes,no
508991,RG-50.527.0001,Yes,Yes,no
508995,RG-50.528.0001,Yes,Yes,no
510885,RG-50.529.0001,Yes,Yes,no
510886,RG-50.529.0002,Yes,Yes,no
510887,RG-50.529.0003,Yes,Yes,no
510888,RG-50.529.0004,Yes,Yes,no
510889,RG-50.529.0005,Yes,Yes,no
510890,RG-50.529.0006,Yes,Yes,no
510891,RG-50.529.0007,Yes,Yes,no
510892,RG-50.529.0008,Yes,Yes,no
510893,RG-50.529.0009,Yes,Yes,no
510894,RG-50.529.0010,Yes,Yes,no
510895,RG-50.529.0011,Yes,Yes,no
510896,RG-50.529.0012,Yes,Yes,no
510897,RG-50.529.0013,Yes,Yes,no
508986,RG-50.530.0001,Yes,Yes,no
509003,RG-50.531.0001,Yes,Yes,no
509004,RG-50.532.0001,Yes,Yes,no
509005,RG-50.533.0001,Yes,Yes,no
509006,RG-50.534.0001,Yes,Yes,no
509010,RG-50.535.0001,Yes,Yes,no
502522,RG-50.536.0001,Yes,Yes,no
509012,RG-50.537.0001,Yes,Yes,no
509014,RG-50.538.0001,Yes,Yes,no
509015,RG-50.539.0001,Yes,Yes,no
509016,RG-50.540.0001,Yes,Yes,no
509017,RG-50.541.0001,Yes,Yes,no
509018,RG-50.542.0001,Yes,Yes,no
509021,RG-50.543.0001,Yes,Yes,no
509382,RG-50.544.0001,Yes,Yes,yes
509383,RG-50.545.0001,Yes,Yes,no
502530,RG-50.546.0001,Yes,Yes,no
502449,RG-50.547.0001,Yes,Yes,no
508330,RG-50.548.0001,Yes,Yes,no
504892,RG-50.549.01.0001,Yes,Yes,Yes
504890,RG-50.549.01.0002,Yes,Yes,Yes
504894,RG-50.549.01.0003,Yes,Yes,Yes
504886,RG-50.549.01.0004,Yes,Yes,Yes
506778,RG-50.549.01.0005,Yes,Yes,Yes
504891,RG-50.549.01.0006,Yes,Yes,Yes
504895,RG-50.549.01.0007,Yes,Yes,Yes
504898,RG-50.549.01.0008,Yes,Yes,Yes
504893,RG-50.549.01.0009,Yes,Yes,Yes
504899,RG-50.549.01.0010,Yes,Yes,Yes
504913,RG-50.549.01.0011,Yes,Yes,Yes
504918,RG-50.549.01.0012,Yes,Yes,Yes
504920,RG-50.549.01.0013,Yes,Yes,Yes
504917,RG-50.549.01.0014,Yes,Yes,Yes
504923,RG-50.549.01.0015,Yes,Yes,Yes
504924,RG-50.549.01.0016,Yes,Yes,Yes
504927,RG-50.549.01.0017,Yes,Yes,Yes
504922,RG-50.549.01.0018,Yes,Yes,Yes
506741,RG-50.549.01.0019,Yes,Yes,Yes
504919,RG-50.549.01.0020,Yes,Yes,no
504928,RG-50.549.01.0021,Yes,Yes,Yes
504926,RG-50.549.01.0022,Yes,Yes,Yes
504929,RG-50.549.01.0023,Yes,Yes,no
504925,RG-50.549.01.0024,Yes,Yes,Yes
508469,RG-50.549.01.0025,Yes,Yes,Yes
504935,RG-50.549.01.0026,Yes,Yes,Yes
504936,RG-50.549.01.0027,Yes,Yes,Yes
506733,RG-50.549.02.0001,Yes,Yes,Yes
506736,RG-50.549.02.0002,Yes,Yes,Yes
506735,RG-50.549.02.0003,Yes,Yes,Yes
506752,RG-50.549.02.0004,Yes,Yes,Yes
506739,RG-50.549.02.0005,Yes,Yes,no
506740,RG-50.549.02.0006,Yes,Yes,yes
506737,RG-50.549.02.0007,Yes,Yes,Yes
506667,RG-50.549.02.0008,Yes,Yes,Yes
506687,RG-50.549.02.0009,Yes,Yes,no
506652,RG-50.549.02.0010,Yes,Yes,Yes
506664,RG-50.549.02.0011,Yes,Yes,Yes
506670,RG-50.549.02.0012,Yes,Yes,Yes
506665,RG-50.549.02.0013,Yes,Yes,Yes
506671,RG-50.549.02.0014,Yes,Yes,Yes
506661,RG-50.549.02.0015,Yes,Yes,Yes
506646,RG-50.549.02.0016,Yes,Yes,Yes
506649,RG-50.549.02.0017,Yes,Yes,Yes
506653,RG-50.549.02.0018,Yes,Yes,Yes
506651,RG-50.549.02.0019,Yes,Yes,Yes
506747,RG-50.549.02.0020,Yes,Yes,Yes
506697,RG-50.549.02.0021,Yes,Yes,Yes
506759,RG-50.549.02.0022,Yes,Yes,Yes
506659,RG-50.549.02.0023,Yes,Yes,Yes
506753,RG-50.549.02.0024,Yes,Yes,Yes
506701,RG-50.549.02.0025,Yes,Yes,Yes
506698,RG-50.549.02.0026,Yes,Yes,Yes
506694,RG-50.549.02.0027,Yes,Yes,Yes
506699,RG-50.549.02.0028,Yes,Yes,Yes
506750,RG-50.549.02.0029,Yes,Yes,Yes
506690,RG-50.549.02.0030,Yes,Yes,Yes
506746,RG-50.549.02.0031,Yes,Yes,Yes
506695,RG-50.549.02.0032,Yes,Yes,Yes
506718,RG-50.549.02.0033,Yes,Yes,Yes
506700,RG-50.549.02.0034,Yes,Yes,Yes
506702,RG-50.549.02.0035,Yes,Yes,Yes
506696,RG-50.549.02.0036,Yes,Yes,Yes
506703,RG-50.549.02.0037,Yes,Yes,Yes
506756,RG-50.549.02.0038,Yes,Yes,Yes
506705,RG-50.549.02.0039,Yes,Yes,Yes
506704,RG-50.549.02.0040,Yes,Yes,Yes
506706,RG-50.549.02.0041,Yes,Yes,Yes
506707,RG-50.549.02.0042,Yes,Yes,Yes
506708,RG-50.549.02.0043,Yes,Yes,Yes
506723,RG-50.549.02.0044,Yes,Yes,Yes
506721,RG-50.549.02.0045,Yes,Yes,Yes
506722,RG-50.549.02.0046,Yes,Yes,Yes
506712,RG-50.549.02.0047,Yes,Yes,Yes
506709,RG-50.549.02.0048,Yes,Yes,Yes
506710,RG-50.549.02.0049,Yes,Yes,Yes
506719,RG-50.549.02.0050,Yes,Yes,Yes
506720,RG-50.549.02.0051,Yes,Yes,Yes
506726,RG-50.549.02.0052,Yes,Yes,Yes
506728,RG-50.549.02.0053,Yes,Yes,Yes
506727,RG-50.549.02.0054,Yes,Yes,Yes
506711,RG-50.549.02.0055,Yes,Yes,Yes
506729,RG-50.549.02.0056,Yes,Yes,Yes
506730,RG-50.549.02.0057,Yes,Yes,Yes
506715,RG-50.549.02.0058,Yes,Yes,Yes
506731,RG-50.549.02.0059,Yes,Yes,Yes
506725,RG-50.549.02.0060,Yes,Yes,Yes
506714,RG-50.549.02.0061,Yes,Yes,Yes
506717,RG-50.549.02.0062,Yes,Yes,Yes
508468,RG-50.549.02.0063,Yes,Yes,Yes
506716,RG-50.549.02.0064,Yes,Yes,Yes
508471,RG-50.549.02.0065,Yes,Yes,Yes
508474,RG-50.549.02.0066,Yes,Yes,Yes
519799,RG-50.549.02.0067,Yes,Yes,Yes
512894,RG-50.549.02.0068,Yes,Yes,Yes
513274,RG-50.549.02.0069,Yes,Yes,Yes
514102,RG-50.549.02.0070,Yes,Yes,Yes
514103,RG-50.549.02.0071,Yes,Yes,Yes
514101,RG-50.549.02.0072,Yes,Yes,Yes
514872,RG-50.549.02.0073,Yes,Yes,Yes
514858,RG-50.549.02.0074,Yes,Yes,Yes
514871,RG-50.549.02.0075,Yes,Yes,Yes
514869,RG-50.549.02.0076,Yes,Yes,Yes
514873,RG-50.549.02.0077,Yes,Yes,Yes
515007,RG-50.549.02.0078,Yes,Yes,Yes
515008,RG-50.549.02.0079,Yes,Yes,Yes
515834,RG-50.549.02.0080,Yes,Yes,Yes
509058,RG-50.549.03.0001,Yes,Yes,yes
509059,RG-50.549.03.0002,Yes,Yes,yes
509060,RG-50.549.03.0003,Yes,Yes,yes
509061,RG-50.549.03.0004,Yes,Yes,yes
509736,RG-50.549.04.0001,Yes,Yes,yes
508472,RG-50.549.04.0002,Yes,Yes,yes
508473,RG-50.549.04.0003,Yes,Yes,yes
508802,RG-50.549.04.0004,Yes,Yes,yes
510902,RG-50.549.04.0005,Yes,Yes,No
504887,RG-50.549.05.0001,Yes,Yes,yes
504888,RG-50.549.05.0002,Yes,Yes,yes
508253,RG-50.549.05.0003,Yes,Yes,yes
508255,RG-50.549.05.0004,Yes,Yes,yes
508254,RG-50.549.05.0005,Yes,Yes,yes
508256,RG-50.549.05.0006,Yes,Yes,yes
508258,RG-50.549.05.0007,Yes,Yes,yes
508257,RG-50.549.05.0008,Yes,Yes,yes
508261,RG-50.549.05.0009,Yes,Yes,No
508263,RG-50.549.05.0010,Yes,Yes,No
508262,RG-50.549.05.0011,Yes,Yes,yes
508259,RG-50.549.05.0012,Yes,Yes,yes
