irn,RG Number,Record on the Internet,Record on the Intranet,Has Transcript?
80868,RG-50.759.0083,Yes,Yes,no
80870,RG-50.759.0084,Yes,Yes,no
80871,RG-50.759.0085,Yes,Yes,no
80872,RG-50.759.0086,Yes,Yes,no
80873,RG-50.759.0087,Yes,Yes,no
80874,RG-50.759.0088,Yes,Yes,no
80891,RG-50.759.0089,Yes,Yes,no
80909,RG-50.759.0090,Yes,Yes,no
80911,RG-50.759.0091,Yes,Yes,no
80912,RG-50.759.0092,Yes,Yes,no
80913,RG-50.759.0093,Yes,Yes,no
80914,RG-50.759.0094,Yes,Yes,no
80915,RG-50.759.0095,Yes,Yes,no
80916,RG-50.759.0096,Yes,Yes,no
80917,RG-50.759.0097,Yes,Yes,no
80920,RG-50.759.0098,Yes,Yes,no
80921,RG-50.759.0099,Yes,Yes,no
80922,RG-50.759.0100,Yes,Yes,no
80923,RG-50.759.0101,Yes,Yes,no
80924,RG-50.759.0102,Yes,Yes,no
80926,RG-50.759.0103,Yes,Yes,no
80927,RG-50.759.0104,Yes,Yes,no
80928,RG-50.759.0105,Yes,Yes,no
80929,RG-50.759.0106,Yes,Yes,no
80931,RG-50.759.0107,Yes,Yes,no
80938,RG-50.759.0108,Yes,Yes,no
81006,RG-50.759.0109,Yes,Yes,no
81045,RG-50.759.0110,Yes,Yes,no
81061,RG-50.759.0111,Yes,Yes,no
81087,RG-50.759.0112,Yes,Yes,no
81088,RG-50.759.0113,Yes,Yes,no
81089,RG-50.759.0114,Yes,Yes,no
81090,RG-50.759.0115,Yes,Yes,no
81091,RG-50.759.0116,Yes,Yes,no
81092,RG-50.759.0117,Yes,Yes,no
81093,RG-50.759.0118,Yes,Yes,no
81094,RG-50.759.0119,Yes,Yes,no
81096,RG-50.759.0120,Yes,Yes,no
81097,RG-50.759.0121,Yes,Yes,no
81098,RG-50.759.0122,Yes,Yes,no
81100,RG-50.759.0123,Yes,Yes,no
81101,RG-50.759.0124,Yes,Yes,no
81102,RG-50.759.0125,Yes,Yes,no
81103,RG-50.759.0126,Yes,Yes,no
81105,RG-50.759.0127,Yes,Yes,no
81107,RG-50.759.0128,Yes,Yes,no
81108,RG-50.759.0129,Yes,Yes,no
81109,RG-50.759.0130,Yes,Yes,no
81110,RG-50.759.0131,Yes,Yes,no
81111,RG-50.759.0132,Yes,Yes,no
81112,RG-50.759.0133,Yes,Yes,no
82559,RG-50.759.0134,Yes,Yes,no
559005,RG-50.760.0001,Yes,Yes,No
559006,RG-50.760.0002,Yes,Yes,No
559007,RG-50.760.0003,Yes,Yes,No
559008,RG-50.760.0004,Yes,Yes,No
559009,RG-50.760.0005,Yes,Yes,No
559010,RG-50.760.0006,Yes,Yes,No
559011,RG-50.760.0007,Yes,Yes,No
559012,RG-50.760.0008,Yes,Yes,No
559013,RG-50.760.0009,Yes,Yes,No
559014,RG-50.760.0010,Yes,Yes,No
559015,RG-50.760.0011,Yes,Yes,No
559016,RG-50.760.0012,Yes,Yes,No
559017,RG-50.760.0013,Yes,Yes,No
559018,RG-50.760.0014,Yes,Yes,No
559019,RG-50.760.0015,Yes,Yes,No
559020,RG-50.760.0016,Yes,Yes,No
559021,RG-50.760.0017,Yes,Yes,No
559022,RG-50.760.0018,Yes,Yes,No
559023,RG-50.760.0019,Yes,Yes,No
559024,RG-50.760.0020,Yes,Yes,No
559025,RG-50.760.0021,Yes,Yes,No
559026,RG-50.760.0022,Yes,Yes,No
559027,RG-50.760.0023,Yes,Yes,No
559028,RG-50.760.0024,Yes,Yes,No
559029,RG-50.760.0025,Yes,Yes,No
559030,RG-50.760.0026,No,No,No
559033,RG-50.760.0027,Yes,Yes,No
560414,RG-50.760.0028,Yes,Yes,No
560422,RG-50.760.0029,Yes,Yes,No
702306,RG-50.760.0030,Yes,Yes,No
78491,RG-50.761.0001,Yes,Yes,no
78772,RG-50.762.0001,Yes,Yes,no
80676,RG-50.763.0001,Yes,Yes,no
80677,RG-50.763.0002,Yes,Yes,no
80678,RG-50.763.0003,Yes,Yes,no
80680,RG-50.763.0004,Yes,Yes,no
80681,RG-50.763.0005,Yes,Yes,no
80686,RG-50.763.0006,Yes,Yes,no
80687,RG-50.763.0007,Yes,Yes,no
80688,RG-50.763.0008,Yes,Yes,no
80692,RG-50.763.0009,Yes,Yes,no
80694,RG-50.763.0010,Yes,Yes,no
80701,RG-50.763.0011,Yes,Yes,no
80702,RG-50.763.0012,Yes,Yes,no
80703,RG-50.763.0013,No,Yes,no
80704,RG-50.763.0014,No,No,no
80707,RG-50.763.0016,No,No,no
80708,RG-50.763.0017,Yes,Yes,no
78270,RG-50.764.0001,Yes,Yes,no
78709,RG-50.765.0001,Yes,Yes,no
78710,RG-50.765.0002,Yes,Yes,no
78711,RG-50.765.0003,Yes,Yes,no
78714,RG-50.765.0004,Yes,Yes,no
78723,RG-50.765.0005,Yes,Yes,no
78726,RG-50.765.0006,Yes,Yes,no
78739,RG-50.765.0007,Yes,Yes,no
78745,RG-50.765.0008,Yes,Yes,no
78755,RG-50.765.0009,Yes,Yes,no
78756,RG-50.765.0010,Yes,Yes,no
78757,RG-50.765.0011,Yes,Yes,no
78758,RG-50.765.0012,Yes,Yes,no
78759,RG-50.765.0013,Yes,Yes,no
78760,RG-50.765.0014,Yes,Yes,no
78761,RG-50.765.0015,Yes,Yes,no
78762,RG-50.765.0016,Yes,Yes,no
78763,RG-50.765.0017,Yes,Yes,no
78764,RG-50.765.0018,Yes,Yes,no
78765,RG-50.765.0019,Yes,Yes,no
78766,RG-50.765.0020,Yes,Yes,no
78767,RG-50.765.0021,Yes,Yes,no
78768,RG-50.765.0022,Yes,Yes,no
78769,RG-50.765.0023,Yes,Yes,no
78770,RG-50.765.0024,Yes,Yes,no
78771,RG-50.765.0025,Yes,Yes,no
78848,RG-50.766.0001,Yes,Yes,no
78847,RG-50.767.0001,Yes,Yes,No
78830,RG-50.768.0001,Yes,Yes,no
80142,RG-50.769.0001,Yes,Yes,no
80184,RG-50.769.0002,Yes,Yes,no
80185,RG-50.769.0003,Yes,Yes,no
80186,RG-50.769.0004,Yes,Yes,no
80187,RG-50.769.0005,Yes,Yes,no
80188,RG-50.769.0006,Yes,Yes,no
80189,RG-50.769.0007,Yes,Yes,no
80191,RG-50.769.0008,Yes,Yes,no
80192,RG-50.769.0009,Yes,Yes,no
80194,RG-50.769.0010,Yes,Yes,no
80195,RG-50.769.0011,Yes,Yes,no
80196,RG-50.769.0012,Yes,Yes,no
80197,RG-50.769.0013,Yes,Yes,no
80198,RG-50.769.0014,Yes,Yes,no
80199,RG-50.769.0015,Yes,Yes,no
80200,RG-50.769.0016,Yes,Yes,no
80201,RG-50.769.0017,Yes,Yes,no
80202,RG-50.769.0018,Yes,Yes,no
80203,RG-50.769.0019,Yes,Yes,no
89317,RG-50.769.0020,Yes,Yes,no
89318,RG-50.769.0021,Yes,Yes,no
89319,RG-50.769.0022,Yes,Yes,no
89320,RG-50.769.0023,Yes,Yes,no
80242,RG-50.770.0001,Yes,Yes,no
82917,RG-50.771.0001,Yes,Yes,Yes
84372,RG-50.772.0001,Yes,Yes,no
84086,RG-50.773.0001,Yes,Yes,no
84087,RG-50.773.0002,Yes,Yes,no
49330,RG-50.774.0001,Yes,Yes,no
76727,RG-50.775.0001,Yes,Yes,no
84266,RG-50.776.0001,Yes,Yes,no
84268,RG-50.776.0002,Yes,Yes,no
628256,RG-50.776.0003,Yes,Yes,No
77779,RG-50.777.0001,Yes,Yes,no
84331,RG-50.778.0001,Yes,Yes,Yes
84357,RG-50.779.0001,Yes,Yes,no
84524,RG-50.780.0001,Yes,Yes,no
84525,RG-50.780.0002,Yes,Yes,no
84526,RG-50.780.0003,Yes,Yes,no
84527,RG-50.780.0004,Yes,Yes,no
84528,RG-50.780.0005,Yes,Yes,no
84529,RG-50.780.0006,Yes,Yes,no
84533,RG-50.780.0007,Yes,Yes,no
84811,RG-50.781.0001,Yes,Yes,no
84818,RG-50.782.0001,Yes,Yes,no
522470,RG-50.783.0001,Yes,Yes,no
519120,RG-50.784.0001,Yes,Yes,no
512933,RG-50.785.0001,Yes,Yes,no
514345,RG-50.786.0001,Yes,Yes,No
514308,RG-50.787.0001,Yes,Yes,no
519140,RG-50.789.0001,Yes,Yes,no
90297,RG-50.790.0001,No,Yes,no
90298,RG-50.791.0001,Yes,Yes,no
90299,RG-50.792.0001,Yes,Yes,no
516685,RG-50.793.0001,Yes,Yes,no
90301,RG-50.794.0001,Yes,Yes,no
90303,RG-50.795.0001,No,Yes,no
84787,RG-50.796.0001,Yes,Yes,no
84790,RG-50.796.0002,Yes,Yes,no
84797,RG-50.797.0001,Yes,Yes,no
607577,RG-50.798.0001,Yes,Yes,No
60713,RG-50.799.0001,No,Yes,no
85414,RG-50.800.0001,Yes,Yes,no
514240,RG-50.801.0001,Yes,Yes,no
521796,RG-50.802.0001,No,Yes,no
518464,RG-50.803.0001,Yes,Yes,no
517193,RG-50.804.0001,Yes,Yes,no
518099,RG-50.805.0001,Yes,Yes,no
500731,RG-50.806.0001,Yes,Yes,no
500210,RG-50.807.0001,Yes,Yes,no
85504,RG-50.808.0001,Yes,Yes,no
86151,RG-50.809.0001,Yes,Yes,no
85129,RG-50.810.0001,Yes,Yes,no
524768,RG-50.810.0002,Yes,Yes,No
524773,RG-50.810.0003,Yes,Yes,No
524776,RG-50.810.0004,Yes,Yes,No
526314,RG-50.810.0005,Yes,Yes,No
86152,RG-50.811.0001,Yes,Yes,no
538979,RG-50.812.0001,Yes,Yes,No
539030,RG-50.812.0002,Yes,Yes,No
539028,RG-50.812.0003,Yes,Yes,No
539027,RG-50.812.0004,Yes,Yes,No
539026,RG-50.812.0005,Yes,Yes,No
539025,RG-50.812.0006,Yes,Yes,No
539024,RG-50.812.0007,Yes,Yes,No
539023,RG-50.812.0008,Yes,Yes,No
539022,RG-50.812.0009,Yes,Yes,No
539021,RG-50.812.0010,Yes,Yes,No
539019,RG-50.812.0011,Yes,Yes,No
539018,RG-50.812.0012,Yes,Yes,No
539017,RG-50.812.0013,Yes,Yes,No
539016,RG-50.812.0014,Yes,Yes,No
539015,RG-50.812.0015,Yes,Yes,No
539014,RG-50.812.0016,Yes,Yes,No
539013,RG-50.812.0017,Yes,Yes,No
539012,RG-50.812.0018,Yes,Yes,No
539011,RG-50.812.0019,Yes,Yes,No
539010,RG-50.812.0020,Yes,Yes,No
539009,RG-50.812.0021,Yes,Yes,No
539008,RG-50.812.0022,Yes,Yes,No
539007,RG-50.812.0023,Yes,Yes,No
539006,RG-50.812.0024,Yes,Yes,No
539005,RG-50.812.0025,Yes,Yes,No
539004,RG-50.812.0026,Yes,Yes,No
539003,RG-50.812.0027,Yes,Yes,No
539002,RG-50.812.0028,Yes,Yes,No
539001,RG-50.812.0029,Yes,Yes,No
539000,RG-50.812.0030,Yes,Yes,No
538999,RG-50.812.0031,Yes,Yes,No
538998,RG-50.812.0032,Yes,Yes,No
538997,RG-50.812.0033,Yes,Yes,No
538996,RG-50.812.0034,Yes,Yes,No
538995,RG-50.812.0035,Yes,Yes,No
538989,RG-50.812.0036,Yes,Yes,No
538988,RG-50.812.0037,Yes,Yes,No
538987,RG-50.812.0038,Yes,Yes,No
538986,RG-50.812.0039,Yes,Yes,No
538985,RG-50.812.0040,Yes,Yes,No
538984,RG-50.812.0041,Yes,Yes,No
538982,RG-50.812.0042,Yes,Yes,No
87785,RG-50.813.0001,Yes,Yes,no
87788,RG-50.814.0001,Yes,Yes,no
87793,RG-50.814.0002,Yes,Yes,no
87795,RG-50.814.0003,Yes,Yes,no
87796,RG-50.814.0004,Yes,Yes,no
87797,RG-50.814.0005,Yes,Yes,no
87798,RG-50.814.0006,Yes,Yes,no
87799,RG-50.814.0007,Yes,Yes,no
87800,RG-50.814.0008,Yes,Yes,no
87801,RG-50.814.0009,Yes,Yes,no
87802,RG-50.814.0010,Yes,Yes,no
87803,RG-50.814.0011,Yes,Yes,no
87804,RG-50.814.0012,Yes,Yes,no
87784,RG-50.815.0001,Yes,Yes,no
85997,RG-50.816.0001,Yes,Yes,no
86130,RG-50.817.0001,Yes,Yes,no
87782,RG-50.818.0001,Yes,Yes,no
90901,RG-50.819.0001,Yes,Yes,no
87197,RG-50.820.0001,Yes,Yes,no
87199,RG-50.820.0002,Yes,Yes,no
87200,RG-50.820.0003,Yes,Yes,no
87201,RG-50.820.0004,Yes,Yes,no
87202,RG-50.820.0005,Yes,Yes,no
87203,RG-50.820.0006,No,No,no
87204,RG-50.820.0007,Yes,Yes,no
87205,RG-50.820.0008,Yes,Yes,no
87206,RG-50.820.0009,Yes,Yes,no
87207,RG-50.820.0010,Yes,Yes,no
87208,RG-50.820.0011,Yes,Yes,no
87209,RG-50.820.0012,Yes,Yes,no
87210,RG-50.820.0013,Yes,Yes,no
87211,RG-50.820.0014,Yes,Yes,no
87212,RG-50.820.0015,Yes,Yes,no
87213,RG-50.820.0016,Yes,Yes,no
87214,RG-50.820.0017,Yes,Yes,no
87216,RG-50.820.0018,Yes,Yes,no
87217,RG-50.820.0019,Yes,Yes,no
87218,RG-50.820.0020,Yes,Yes,no
87219,RG-50.820.0021,Yes,Yes,no
87220,RG-50.820.0022,Yes,Yes,no
87221,RG-50.820.0023,Yes,Yes,no
87222,RG-50.820.0024,Yes,Yes,no
87223,RG-50.820.0025,Yes,Yes,no
87224,RG-50.820.0026,Yes,Yes,no
87225,RG-50.820.0027,Yes,Yes,no
87226,RG-50.820.0028,Yes,Yes,no
87228,RG-50.820.0029,Yes,Yes,no
87229,RG-50.820.0030,Yes,Yes,no
87230,RG-50.820.0031,Yes,Yes,no
87231,RG-50.820.0032,Yes,Yes,no
87233,RG-50.820.0033,Yes,Yes,no
87232,RG-50.820.0034,Yes,Yes,no
87234,RG-50.820.0035,Yes,Yes,no
87235,RG-50.820.0036,Yes,Yes,no
87236,RG-50.820.0037,Yes,Yes,no
87238,RG-50.820.0038,Yes,Yes,no
87240,RG-50.820.0039,No,No,no
87241,RG-50.820.0040,Yes,Yes,no
87242,RG-50.820.0041,Yes,Yes,no
87243,RG-50.820.0042,Yes,Yes,no
87244,RG-50.820.0043,Yes,Yes,no
87245,RG-50.820.0044,Yes,Yes,no
87246,RG-50.820.0045,Yes,Yes,no
87247,RG-50.820.0046,Yes,Yes,no
87249,RG-50.820.0047,Yes,Yes,no
87250,RG-50.820.0048,Yes,Yes,no
87251,RG-50.820.0049,Yes,Yes,no
87252,RG-50.820.0050,Yes,Yes,no
87254,RG-50.820.0051,Yes,Yes,no
87255,RG-50.820.0052,Yes,Yes,no
87256,RG-50.820.0053,Yes,Yes,no
87257,RG-50.820.0054,Yes,Yes,no
87258,RG-50.820.0055,Yes,Yes,no
87259,RG-50.820.0056,Yes,Yes,no
87260,RG-50.820.0057,Yes,Yes,no
87261,RG-50.820.0058,Yes,Yes,no
87262,RG-50.820.0059,Yes,Yes,no
87263,RG-50.820.0060,Yes,Yes,no
87264,RG-50.820.0061,Yes,Yes,no
87265,RG-50.820.0062,No,No,no
87268,RG-50.820.0063,Yes,Yes,no
87278,RG-50.820.0064,Yes,Yes,no
87285,RG-50.820.0065,Yes,Yes,no
87290,RG-50.820.0066,Yes,Yes,no
87291,RG-50.820.0067,Yes,Yes,no
87293,RG-50.820.0068,Yes,Yes,no
87301,RG-50.820.0069,Yes,Yes,no
87302,RG-50.820.0070,Yes,Yes,no
87303,RG-50.820.0071,Yes,Yes,no
87304,RG-50.820.0072,Yes,Yes,no
87305,RG-50.820.0073,Yes,Yes,no
87306,RG-50.820.0074,Yes,Yes,no
87307,RG-50.820.0075,Yes,Yes,no
87308,RG-50.820.0076,Yes,Yes,no
87309,RG-50.820.0077,Yes,Yes,no
87310,RG-50.820.0078,Yes,Yes,no
87311,RG-50.820.0079,Yes,Yes,no
87312,RG-50.820.0080,Yes,Yes,no
87313,RG-50.820.0081,Yes,Yes,no
87314,RG-50.820.0082,Yes,Yes,no
87315,RG-50.820.0083,Yes,Yes,no
87316,RG-50.820.0084,Yes,Yes,no
87317,RG-50.820.0085,Yes,Yes,no
87318,RG-50.820.0086,Yes,Yes,no
87330,RG-50.820.0087,Yes,Yes,no
87331,RG-50.820.0088,Yes,Yes,no
87332,RG-50.820.0089,Yes,Yes,no
87333,RG-50.820.0090,Yes,Yes,no
87334,RG-50.820.0091,Yes,Yes,no
87343,RG-50.820.0092,Yes,Yes,no
87345,RG-50.820.0093,Yes,Yes,no
87346,RG-50.820.0094,No,No,no
87349,RG-50.820.0095,Yes,Yes,no
87352,RG-50.820.0096,Yes,Yes,no
87353,RG-50.820.0097,Yes,Yes,no
87354,RG-50.820.0098,Yes,Yes,no
87355,RG-50.820.0099,Yes,Yes,no
87356,RG-50.820.0100,Yes,Yes,no
87359,RG-50.820.0101,Yes,Yes,no
87361,RG-50.820.0102,Yes,Yes,no
87363,RG-50.820.0103,Yes,Yes,no
87364,RG-50.820.0104,Yes,Yes,no
87366,RG-50.820.0105,Yes,Yes,no
87368,RG-50.820.0106,Yes,Yes,no
87369,RG-50.820.0107,Yes,Yes,no
87385,RG-50.820.0108,Yes,Yes,no
87387,RG-50.820.0109,Yes,Yes,no
87389,RG-50.820.0110,Yes,Yes,no
87391,RG-50.820.0111,Yes,Yes,no
87401,RG-50.820.0112,Yes,Yes,no
87402,RG-50.820.0113,Yes,Yes,no
87403,RG-50.820.0114,Yes,Yes,no
87404,RG-50.820.0115,Yes,Yes,no
87405,RG-50.820.0116,Yes,Yes,no
87417,RG-50.820.0117,Yes,Yes,no
87421,RG-50.820.0118,Yes,Yes,no
87423,RG-50.820.0119,Yes,Yes,no
87424,RG-50.820.0120,Yes,Yes,no
87425,RG-50.820.0121,Yes,Yes,no
87426,RG-50.820.0122,Yes,Yes,no
87427,RG-50.820.0123,Yes,Yes,no
87428,RG-50.820.0124,Yes,Yes,no
87429,RG-50.820.0125,Yes,Yes,no
87430,RG-50.820.0126,Yes,Yes,no
87438,RG-50.820.0127,Yes,Yes,no
87442,RG-50.820.0128,Yes,Yes,no
87447,RG-50.820.0129,Yes,Yes,no
87453,RG-50.820.0130,Yes,Yes,no
87457,RG-50.820.0131,Yes,Yes,no
87458,RG-50.820.0132,Yes,Yes,no
87460,RG-50.820.0133,Yes,Yes,no
87463,RG-50.820.0134,Yes,Yes,no
87464,RG-50.820.0135,Yes,Yes,no
87465,RG-50.820.0136,Yes,Yes,no
87467,RG-50.820.0137,Yes,Yes,no
87469,RG-50.820.0138,Yes,Yes,no
87471,RG-50.820.0139,Yes,Yes,no
87476,RG-50.820.0140,Yes,Yes,no
87473,RG-50.820.0141,No,No,no
87477,RG-50.820.0142,Yes,Yes,no
87479,RG-50.820.0143,Yes,Yes,no
87481,RG-50.820.0144,Yes,Yes,no
87482,RG-50.820.0145,Yes,Yes,no
87431,RG-50.821.0001,Yes,Yes,no
100928,RG-50.822.0001,Yes,Yes,no
100929,RG-50.822.0002,Yes,Yes,no
100930,RG-50.822.0003,Yes,Yes,no
100931,RG-50.822.0004,Yes,Yes,no
100932,RG-50.822.0005,Yes,Yes,no
100933,RG-50.822.0006,Yes,Yes,no
100934,RG-50.822.0007,Yes,Yes,no
100935,RG-50.822.0008,Yes,Yes,no
532733,RG-50.822.0009,Yes,Yes,No
532734,RG-50.822.0010,Yes,Yes,No
532735,RG-50.822.0011,Yes,Yes,No
532736,RG-50.822.0012,Yes,Yes,No
532737,RG-50.822.0013,Yes,Yes,No
87781,RG-50.823.0001,Yes,Yes,no
518054,RG-50.824.0001,Yes,Yes,no
518463,RG-50.825.0001,Yes,Yes,no
513136,RG-50.826.0001,Yes,Yes,no
517925,RG-50.827.0001,Yes,Yes,no
518798,RG-50.828.0001,Yes,Yes,no
516122,RG-50.829.0001,Yes,Yes,no
36174,RG-50.830.0001,Yes,Yes,No
531062,RG-50.830.0002,Yes,Yes,No
85376,RG-50.831.0001,Yes,Yes,no
88062,RG-50.831.0002,Yes,Yes,no
85372,RG-50.832.0001,Yes,Yes,Yes
524777,RG-50.832.0002,Yes,Yes,No
524779,RG-50.832.0003,Yes,Yes,No
524780,RG-50.832.0004,Yes,Yes,No
87400,RG-50.833.0001,Yes,Yes,no
90045,RG-50.834.0001,Yes,Yes,no
90037,RG-50.834.0002,Yes,Yes,no
90180,RG-50.834.0003,Yes,Yes,no
90059,RG-50.834.0004,Yes,Yes,no
90058,RG-50.834.0005,Yes,Yes,Yes
90047,RG-50.834.0006,Yes,Yes,no
90178,RG-50.834.0007,Yes,Yes,no
90046,RG-50.834.0008,Yes,Yes,no
90062,RG-50.834.0009,Yes,Yes,no
90044,RG-50.834.0010,Yes,Yes,no
90177,RG-50.834.0011,Yes,Yes,no
90063,RG-50.834.0012,Yes,Yes,Yes
90181,RG-50.834.0013,Yes,Yes,Yes
90179,RG-50.834.0014,Yes,Yes,no
90064,RG-50.834.0015,Yes,Yes,no
88279,RG-50.834.0016,Yes,Yes,no
90033,RG-50.834.0017,Yes,Yes,no
90039,RG-50.834.0018,Yes,Yes,no
90076,RG-50.834.0019,Yes,Yes,no
90055,RG-50.834.0020,Yes,Yes,no
90077,RG-50.834.0021,Yes,Yes,no
90071,RG-50.834.0022,Yes,Yes,no
90067,RG-50.834.0023,Yes,Yes,no
90057,RG-50.834.0024,Yes,Yes,no
88284,RG-50.834.0025,Yes,Yes,no
88272,RG-50.834.0026,Yes,Yes,no
88270,RG-50.834.0027,Yes,Yes,no
90056,RG-50.834.0028,Yes,Yes,no
88268,RG-50.834.0029,Yes,Yes,no
90075,RG-50.834.0030,Yes,Yes,no
88273,RG-50.834.0031,Yes,Yes,no
88286,RG-50.834.0032,Yes,Yes,no
88267,RG-50.834.0033,Yes,Yes,no
90040,RG-50.834.0034,Yes,Yes,no
90041,RG-50.834.0035,Yes,Yes,no
90042,RG-50.834.0036,Yes,Yes,no
90052,RG-50.834.0037,Yes,Yes,no
90053,RG-50.834.0038,Yes,Yes,no
90054,RG-50.834.0039,Yes,Yes,no
90066,RG-50.834.0040,Yes,Yes,no
88276,RG-50.834.0041,Yes,Yes,no
90061,RG-50.834.0042,Yes,Yes,no
90038,RG-50.834.0043,Yes,Yes,no
88282,RG-50.834.0044,Yes,Yes,no
90035,RG-50.834.0045,Yes,Yes,no
90034,RG-50.834.0046,Yes,Yes,no
90048,RG-50.834.0047,Yes,Yes,no
90072,RG-50.834.0048,Yes,Yes,no
88281,RG-50.834.0049,Yes,Yes,no
88247,RG-50.834.0050,Yes,Yes,no
90073,RG-50.834.0051,Yes,Yes,no
90060,RG-50.834.0052,Yes,Yes,no
88274,RG-50.834.0053,Yes,Yes,no
88278,RG-50.834.0054,Yes,Yes,no
90182,RG-50.834.0055,Yes,Yes,no
90043,RG-50.834.0056,Yes,Yes,no
88271,RG-50.834.0057,Yes,Yes,no
88280,RG-50.834.0058,Yes,Yes,no
88283,RG-50.834.0059,Yes,Yes,no
88277,RG-50.834.0060,Yes,Yes,no
94943,RG-50.834.0061,Yes,Yes,no
94944,RG-50.834.0062,Yes,Yes,no
88115,RG-50.835.0001,Yes,Yes,no
88537,RG-50.836.0001,Yes,Yes,no
88538,RG-50.836.0002,Yes,Yes,no
88298,RG-50.837.0001,Yes,Yes,no
88563,RG-50.837.0002,Yes,Yes,no
88421,RG-50.838.0001,Yes,Yes,no
35963,RG-50.840.0001,Yes,Yes,no
37005,RG-50.841.0001,Yes,Yes,no
518595,RG-50.842.0001,Yes,Yes,Yes
517983,RG-50.843.0001,Yes,Yes,no
518496,RG-50.844.0001,Yes,Yes,no
518777,RG-50.845.0001,Yes,Yes,no
516899,RG-50.846.0001,Yes,Yes,no
154963,RG-50.847.0001,Yes,Yes,no
36243,RG-50.848.0001,No,Yes,no
90124,RG-50.849.0001,Yes,Yes,no
90125,RG-50.849.0002,Yes,Yes,no
90126,RG-50.849.0003,Yes,Yes,no
90128,RG-50.849.0004,Yes,Yes,no
36017,RG-50.850.0001,Yes,Yes,No
519068,RG-50.851.0001,Yes,Yes,no
37611,RG-50.852.0001,Yes,Yes,no
90137,RG-50.853.0001,Yes,Yes,no
90145,RG-50.854.0001,Yes,Yes,no
184398,RG-50.855.0001,Yes,Yes,No
629187,RG-50.855.01.0001,Yes,Yes,No
629188,RG-50.855.01.0002,Yes,Yes,No
629189,RG-50.855.01.0003,Yes,Yes,No
629190,RG-50.855.01.0004,Yes,Yes,No
629191,RG-50.855.01.0005,Yes,Yes,No
629192,RG-50.855.01.0006,Yes,Yes,No
629193,RG-50.855.01.0007,Yes,Yes,No
629194,RG-50.855.01.0008,Yes,Yes,No
629195,RG-50.855.01.0009,Yes,Yes,No
629196,RG-50.855.01.0010,Yes,Yes,No
629197,RG-50.855.01.0012,Yes,Yes,No
629198,RG-50.855.01.0013,Yes,Yes,No
629199,RG-50.855.01.0014,Yes,Yes,No
629200,RG-50.855.01.0015,Yes,Yes,No
629201,RG-50.855.01.0017,Yes,Yes,No
629202,RG-50.855.01.0018,Yes,Yes,No
629203,RG-50.855.01.0019,Yes,Yes,No
629204,RG-50.855.01.0020,Yes,Yes,No
628810,RG-50.855.01.0021,No,No,No
629205,RG-50.855.01.0023,Yes,Yes,No
629206,RG-50.855.01.0024,Yes,Yes,No
629207,RG-50.855.01.0025,Yes,Yes,No
629208,RG-50.855.01.0026,Yes,Yes,No
629209,RG-50.855.01.0027,Yes,Yes,No
629210,RG-50.855.01.0028,Yes,Yes,No
629211,RG-50.855.01.0029,Yes,Yes,No
629212,RG-50.855.01.0030,Yes,Yes,No
629213,RG-50.855.01.0031,Yes,Yes,No
629214,RG-50.855.01.0032,Yes,Yes,No
629215,RG-50.855.01.0033,Yes,Yes,No
629216,RG-50.855.01.0034,Yes,Yes,No
629217,RG-50.855.01.0037,Yes,Yes,No
629218,RG-50.855.01.0039,Yes,Yes,No
628805,RG-50.855.01.0040,Yes,Yes,No
629219,RG-50.855.01.0041,Yes,Yes,No
629220,RG-50.855.01.0045,Yes,Yes,No
629221,RG-50.855.01.0046,Yes,Yes,No
629222,RG-50.855.01.0047,Yes,Yes,No
629223,RG-50.855.01.0048,Yes,Yes,No
629224,RG-50.855.01.0050,Yes,Yes,No
629225,RG-50.855.01.0051,Yes,Yes,No
629226,RG-50.855.01.0053,Yes,Yes,No
629227,RG-50.855.01.0054,Yes,Yes,No
629228,RG-50.855.01.0056,Yes,Yes,No
184418,RG-50.855.0002,Yes,Yes,No
184425,RG-50.855.0003,Yes,Yes,No
184426,RG-50.855.0004,Yes,Yes,No
610307,RG-50.855.0005,Yes,Yes,No
184476,RG-50.855.0006,Yes,Yes,No
184477,RG-50.855.0007,Yes,Yes,No
610308,RG-50.855.0008,Yes,Yes,No
610309,RG-50.855.0009,Yes,Yes,No
610311,RG-50.855.0010,Yes,Yes,No
610302,RG-50.855.0011,Yes,Yes,No
607959,RG-50.855.0012,Yes,Yes,No
610303,RG-50.855.0013,Yes,Yes,No
606714,RG-50.855.0014,Yes,Yes,No
610296,RG-50.855.0015,Yes,Yes,No
610312,RG-50.855.0016,Yes,Yes,No
610280,RG-50.855.0017,Yes,Yes,No
193292,RG-50.855.0018,Yes,Yes,No
601475,RG-50.855.0019,Yes,Yes,No
601474,RG-50.855.0020,Yes,Yes,No
601476,RG-50.855.0021,No,Yes,No
601477,RG-50.855.0022,Yes,Yes,No
607859,RG-50.855.0023,Yes,Yes,No
601953,RG-50.855.0024,Yes,Yes,No
608006,RG-50.855.0025,Yes,Yes,No
601954,RG-50.855.0026,Yes,Yes,No
601956,RG-50.855.0027,Yes,Yes,No
601955,RG-50.855.0028,Yes,Yes,No
601957,RG-50.855.0029,Yes,Yes,No
601958,RG-50.855.0030,Yes,Yes,No
193808,RG-50.855.0031,Yes,Yes,No
193821,RG-50.855.0032,Yes,Yes,No
601959,RG-50.855.0033,Yes,Yes,No
